DEP,ARR,Dep Date,Best time before departure 
LGW,DUB,2018-10-11 08:25:00,Aer Lingus,"160 days, 19:39:34"
LGW,DUB,2018-10-11 09:25:00,Aer Lingus,"179 days, 14:01:42"
LGW,DUB,2018-10-11 09:55:00,Aer Lingus,"160 days, 21:09:34"
LGW,DUB,2018-10-11 10:55:00,Aer Lingus,"179 days, 15:31:42"
LGW,DUB,2018-10-11 13:45:00,Aer Lingus,"161 days, 0:59:34"
LGW,DUB,2018-10-11 14:45:00,Aer Lingus,"179 days, 19:21:42"
LGW,DUB,2018-10-11 18:50:00,Aer Lingus,"161 days, 6:04:34"
LGW,DUB,2018-10-11 19:50:00,Aer Lingus,"180 days, 0:26:42"
LGW,DUB,2018-10-11 20:35:00,Aer Lingus,"161 days, 7:49:34"
LGW,DUB,2018-10-11 21:35:00,Aer Lingus,"180 days, 2:11:42"
LGW,DUB,2018-10-12 09:10:00,Aer Lingus,"161 days, 19:56:17"
LGW,DUB,2018-10-12 09:55:00,Aer Lingus,"161 days, 20:41:17"
LGW,DUB,2018-10-12 10:10:00,Aer Lingus,"179 days, 13:36:58"
LGW,DUB,2018-10-12 10:55:00,Aer Lingus,"179 days, 14:21:58"
LGW,DUB,2018-10-12 14:05:00,Aer Lingus,"162 days, 0:51:17"
LGW,DUB,2018-10-12 15:05:00,Aer Lingus,"179 days, 18:31:58"
LGW,DUB,2018-10-12 18:50:00,Aer Lingus,"162 days, 5:36:17"
LGW,DUB,2018-10-12 19:50:00,Aer Lingus,"179 days, 23:16:58"
LGW,DUB,2018-10-12 20:35:00,Aer Lingus,"162 days, 7:21:17"
LGW,DUB,2018-10-12 21:35:00,Aer Lingus,"180 days, 1:01:58"
LGW,DUB,2018-10-13 09:55:00,Aer Lingus,"163 days, 0:35:11"
LGW,DUB,2018-10-13 10:55:00,Aer Lingus,"179 days, 23:40:47"
LGW,DUB,2018-10-13 13:40:00,Aer Lingus,"163 days, 4:20:11"
LGW,DUB,2018-10-13 14:40:00,Aer Lingus,"180 days, 3:25:47"
LGW,DUB,2018-10-13 15:05:00,Aer Lingus,"163 days, 5:45:11"
LGW,DUB,2018-10-13 16:05:00,Aer Lingus,"180 days, 4:50:47"
LGW,DUB,2018-10-14 08:25:00,Aer Lingus,"163 days, 13:59:47"
LGW,DUB,2018-10-14 09:25:00,Aer Lingus,"179 days, 21:19:12"
LGW,DUB,2018-10-14 09:55:00,Aer Lingus,"163 days, 15:29:47"
LGW,DUB,2018-10-14 10:55:00,Aer Lingus,"179 days, 22:49:12"
LGW,DUB,2018-10-14 14:10:00,Aer Lingus,"163 days, 19:44:47"
LGW,DUB,2018-10-14 14:45:00,Aer Lingus,"180 days, 2:39:12"
LGW,DUB,2018-10-14 15:10:00,Aer Lingus,"168 days, 20:36:35"
LGW,DUB,2018-10-14 18:50:00,Aer Lingus,"164 days, 0:24:47"
LGW,DUB,2018-10-14 19:50:00,Aer Lingus,"180 days, 7:44:12"
LGW,DUB,2018-10-14 21:10:00,Aer Lingus,"164 days, 2:44:47"
LGW,DUB,2018-10-14 22:10:00,Aer Lingus,"180 days, 10:04:12"
LGW,DUB,2018-10-15 08:50:00,Aer Lingus,"164 days, 19:12:22"
LGW,DUB,2018-10-15 09:50:00,Aer Lingus,"179 days, 13:48:42"
LGW,DUB,2018-10-15 09:55:00,Aer Lingus,"164 days, 20:17:22"
LGW,DUB,2018-10-15 10:55:00,Aer Lingus,"179 days, 14:53:42"
LGW,DUB,2018-10-15 14:05:00,Aer Lingus,"165 days, 0:27:22"
LGW,DUB,2018-10-15 15:05:00,Aer Lingus,"179 days, 19:03:42"
LGW,DUB,2018-10-15 18:50:00,Aer Lingus,"165 days, 5:12:22"
LGW,DUB,2018-10-15 19:50:00,Aer Lingus,"179 days, 23:48:42"
LGW,DUB,2018-10-15 20:35:00,Aer Lingus,"165 days, 6:57:22"
LGW,DUB,2018-10-15 21:35:00,Aer Lingus,"180 days, 1:33:42"
LGW,DUB,2018-10-16 08:35:00,Aer Lingus,"166 days, 13:44:21"
LGW,DUB,2018-10-16 09:35:00,Aer Lingus,"179 days, 17:52:41"
LGW,DUB,2018-10-16 09:55:00,Aer Lingus,"166 days, 15:04:21"
LGW,DUB,2018-10-16 10:55:00,Aer Lingus,"179 days, 19:12:41"
LGW,DUB,2018-10-16 14:05:00,Aer Lingus,"166 days, 19:14:21"
LGW,DUB,2018-10-16 15:05:00,Aer Lingus,"179 days, 23:22:41"
LGW,DUB,2018-10-16 18:50:00,Aer Lingus,"166 days, 23:59:21"
LGW,DUB,2018-10-16 19:50:00,Aer Lingus,"180 days, 4:07:41"
LGW,DUB,2018-10-16 20:35:00,Aer Lingus,"167 days, 1:44:21"
LGW,DUB,2018-10-16 21:35:00,Aer Lingus,"180 days, 5:52:41"
LGW,DUB,2018-10-17 09:10:00,Aer Lingus,"167 days, 17:15:21"
LGW,DUB,2018-10-17 09:55:00,Aer Lingus,"167 days, 18:00:21"
LGW,DUB,2018-10-17 10:10:00,Aer Lingus,"179 days, 20:24:09"
LGW,DUB,2018-10-17 10:55:00,Aer Lingus,"179 days, 21:09:09"
LGW,DUB,2018-10-17 14:05:00,Aer Lingus,"167 days, 22:10:21"
LGW,DUB,2018-10-17 15:05:00,Aer Lingus,"180 days, 1:19:09"
LGW,DUB,2018-10-17 18:50:00,Aer Lingus,"168 days, 2:55:21"
LGW,DUB,2018-10-17 19:50:00,Aer Lingus,"180 days, 6:04:09"
LGW,DUB,2018-10-17 20:35:00,Aer Lingus,"168 days, 4:40:21"
LGW,DUB,2018-10-17 21:35:00,Aer Lingus,"180 days, 7:49:09"
LGW,DUB,2018-10-18 08:25:00,Aer Lingus,"167 days, 22:46:22"
LGW,DUB,2018-10-18 09:25:00,Aer Lingus,"179 days, 20:55:45"
LGW,DUB,2018-10-18 09:55:00,Aer Lingus,"168 days, 0:16:22"
LGW,DUB,2018-10-18 10:55:00,Aer Lingus,"179 days, 22:25:45"
LGW,DUB,2018-10-18 13:45:00,Aer Lingus,"168 days, 4:06:22"
LGW,DUB,2018-10-18 14:45:00,Aer Lingus,"180 days, 2:15:45"
LGW,DUB,2018-10-18 18:50:00,Aer Lingus,"168 days, 9:11:22"
LGW,DUB,2018-10-18 19:50:00,Aer Lingus,"180 days, 7:20:45"
LGW,DUB,2018-10-18 20:35:00,Aer Lingus,"168 days, 10:56:22"
LGW,DUB,2018-10-18 21:35:00,Aer Lingus,"180 days, 9:05:45"
LGW,DUB,2018-10-19 09:10:00,Aer Lingus,"168 days, 23:36:04"
LGW,DUB,2018-10-19 09:55:00,Aer Lingus,"169 days, 0:21:04"
LGW,DUB,2018-10-19 10:10:00,Aer Lingus,"178 days, 16:03:27"
LGW,DUB,2018-10-19 10:55:00,Aer Lingus,"178 days, 16:48:27"
LGW,DUB,2018-10-19 14:05:00,Aer Lingus,"169 days, 4:31:04"
LGW,DUB,2018-10-19 15:05:00,Aer Lingus,"178 days, 20:58:27"
LGW,DUB,2018-10-19 18:50:00,Aer Lingus,"169 days, 9:16:04"
LGW,DUB,2018-10-19 19:50:00,Aer Lingus,"179 days, 1:43:27"
LGW,DUB,2018-10-19 20:35:00,Aer Lingus,"169 days, 11:01:04"
LGW,DUB,2018-10-19 21:35:00,Aer Lingus,"179 days, 3:28:27"
LGW,DUB,2018-10-20 09:55:00,Aer Lingus,"170 days, 17:12:18"
LGW,DUB,2018-10-20 10:55:00,Aer Lingus,"179 days, 14:25:23"
LGW,DUB,2018-10-20 13:40:00,Aer Lingus,"170 days, 20:57:18"
LGW,DUB,2018-10-20 14:40:00,Aer Lingus,"179 days, 18:10:23"
LGW,DUB,2018-10-20 15:05:00,Aer Lingus,"170 days, 22:22:18"
LGW,DUB,2018-10-20 16:05:00,Aer Lingus,"179 days, 19:35:23"
LGW,DUB,2018-10-21 08:25:00,Aer Lingus,"170 days, 19:41:54"
LGW,DUB,2018-10-21 09:25:00,Aer Lingus,"179 days, 19:14:16"
LGW,DUB,2018-10-21 09:55:00,Aer Lingus,"170 days, 21:11:54"
LGW,DUB,2018-10-21 10:55:00,Aer Lingus,"179 days, 20:44:16"
LGW,DUB,2018-10-21 14:10:00,Aer Lingus,"171 days, 1:26:54"
LGW,DUB,2018-10-21 14:45:00,Aer Lingus,"180 days, 0:34:16"
LGW,DUB,2018-10-21 15:10:00,Aer Lingus,"175 days, 1:28:49"
LGW,DUB,2018-10-21 18:50:00,Aer Lingus,"171 days, 6:06:54"
LGW,DUB,2018-10-21 19:50:00,Aer Lingus,"180 days, 5:39:16"
LGW,DUB,2018-10-21 21:10:00,Aer Lingus,"171 days, 8:26:54"
LGW,DUB,2018-10-21 22:10:00,Aer Lingus,"180 days, 7:59:16"
LGW,DUB,2018-10-22 08:50:00,Aer Lingus,"171 days, 20:50:40"
LGW,DUB,2018-10-22 09:50:00,Aer Lingus,"177 days, 22:34:35"
LGW,DUB,2018-10-22 09:55:00,Aer Lingus,"171 days, 21:55:40"
LGW,DUB,2018-10-22 10:55:00,Aer Lingus,"177 days, 23:39:35"
LGW,DUB,2018-10-22 14:05:00,Aer Lingus,"172 days, 2:05:40"
LGW,DUB,2018-10-22 15:05:00,Aer Lingus,"178 days, 3:49:35"
LGW,DUB,2018-10-22 18:50:00,Aer Lingus,"172 days, 6:50:40"
LGW,DUB,2018-10-22 19:50:00,Aer Lingus,"178 days, 8:34:35"
LGW,DUB,2018-10-22 20:35:00,Aer Lingus,"172 days, 8:35:40"
LGW,DUB,2018-10-22 21:35:00,Aer Lingus,"178 days, 10:19:35"
LGW,DUB,2018-10-23 08:35:00,Aer Lingus,"172 days, 22:02:12"
LGW,DUB,2018-10-23 09:35:00,Aer Lingus,"178 days, 17:52:01"
LGW,DUB,2018-10-23 09:55:00,Aer Lingus,"172 days, 23:22:12"
LGW,DUB,2018-10-23 10:55:00,Aer Lingus,"178 days, 19:12:01"
LGW,DUB,2018-10-23 14:05:00,Aer Lingus,"173 days, 3:32:12"
LGW,DUB,2018-10-23 15:05:00,Aer Lingus,"178 days, 23:22:01"
LGW,DUB,2018-10-23 18:50:00,Aer Lingus,"173 days, 8:17:12"
LGW,DUB,2018-10-23 19:50:00,Aer Lingus,"179 days, 4:07:01"
LGW,DUB,2018-10-23 20:35:00,Aer Lingus,"173 days, 10:02:12"
LGW,DUB,2018-10-23 21:35:00,Aer Lingus,"179 days, 5:52:01"
LGW,DUB,2018-10-24 09:10:00,Aer Lingus,"174 days, 16:29:39"
LGW,DUB,2018-10-24 09:55:00,Aer Lingus,"174 days, 17:14:39"
LGW,DUB,2018-10-24 10:10:00,Aer Lingus,"179 days, 20:21:56"
LGW,DUB,2018-10-24 10:55:00,Aer Lingus,"179 days, 21:06:56"
LGW,DUB,2018-10-24 14:05:00,Aer Lingus,"174 days, 21:24:39"
LGW,DUB,2018-10-24 15:05:00,Aer Lingus,"180 days, 1:16:56"
LGW,DUB,2018-10-24 18:50:00,Aer Lingus,"175 days, 2:09:39"
LGW,DUB,2018-10-24 19:50:00,Aer Lingus,"180 days, 6:01:56"
LGW,DUB,2018-10-24 20:35:00,Aer Lingus,"175 days, 3:54:39"
LGW,DUB,2018-10-24 21:35:00,Aer Lingus,"180 days, 7:46:56"
LGW,DUB,2018-10-25 08:25:00,Aer Lingus,"175 days, 16:36:54"
LGW,DUB,2018-10-25 09:25:00,Aer Lingus,"179 days, 20:30:52"
LGW,DUB,2018-10-25 09:55:00,Aer Lingus,"175 days, 18:06:54"
LGW,DUB,2018-10-25 10:55:00,Aer Lingus,"179 days, 22:00:52"
LGW,DUB,2018-10-25 13:45:00,Aer Lingus,"175 days, 21:56:54"
LGW,DUB,2018-10-25 14:45:00,Aer Lingus,"180 days, 1:50:52"
LGW,DUB,2018-10-25 18:50:00,Aer Lingus,"176 days, 3:01:54"
LGW,DUB,2018-10-25 19:50:00,Aer Lingus,"180 days, 6:55:52"
LGW,DUB,2018-10-25 20:35:00,Aer Lingus,"176 days, 4:46:54"
LGW,DUB,2018-10-25 21:35:00,Aer Lingus,"180 days, 8:40:52"
LGW,DUB,2018-10-26 09:10:00,Aer Lingus,"176 days, 13:20:47"
LGW,DUB,2018-10-26 09:55:00,Aer Lingus,"176 days, 14:05:47"
LGW,DUB,2018-10-26 10:10:00,Aer Lingus,"179 days, 20:14:01"
LGW,DUB,2018-10-26 10:55:00,Aer Lingus,"179 days, 20:59:01"
LGW,DUB,2018-10-26 14:05:00,Aer Lingus,"176 days, 18:15:47"
LGW,DUB,2018-10-26 15:05:00,Aer Lingus,"180 days, 1:09:01"
LGW,DUB,2018-10-26 18:50:00,Aer Lingus,"176 days, 23:00:47"
LGW,DUB,2018-10-26 19:50:00,Aer Lingus,"180 days, 5:54:01"
LGW,DUB,2018-10-26 20:35:00,Aer Lingus,"177 days, 0:45:47"
LGW,DUB,2018-10-26 21:35:00,Aer Lingus,"180 days, 7:39:01"
LGW,DUB,2018-10-27 09:55:00,Aer Lingus,"176 days, 16:22:52"
LGW,DUB,2018-10-27 10:55:00,Aer Lingus,"180 days, 0:53:50"
LGW,DUB,2018-10-27 13:40:00,Aer Lingus,"176 days, 20:07:52"
LGW,DUB,2018-10-27 14:40:00,Aer Lingus,"180 days, 4:38:50"
LGW,DUB,2018-10-27 15:05:00,Aer Lingus,"176 days, 21:32:52"
LGW,DUB,2018-10-27 16:05:00,Aer Lingus,"180 days, 6:03:50"
LGW,DUB,2018-10-28 08:35:00,Aer Lingus,"179 days, 13:49:46"
LGW,DUB,2018-10-28 10:55:00,Aer Lingus,"179 days, 16:09:46"
LGW,DUB,2018-10-28 14:50:00,Aer Lingus,"179 days, 20:04:46"
LGW,DUB,2018-10-28 17:10:00,Aer Lingus,"179 days, 22:24:46"
LGW,DUB,2018-10-28 17:40:00,Aer Lingus,"173 days, 3:51:16"
LGW,DUB,2018-10-28 19:15:00,Aer Lingus,"180 days, 0:29:46"
LGW,DUB,2018-10-28 19:20:00,Aer Lingus,"173 days, 5:31:16"
LGW,DUB,2018-10-28 21:15:00,Aer Lingus,"180 days, 2:29:46"
LGW,DUB,2018-10-29 08:35:00,Aer Lingus,"179 days, 13:00:02"
LGW,DUB,2018-10-29 10:00:00,Aer Lingus,"173 days, 13:01:02"
LGW,DUB,2018-10-29 10:55:00,Aer Lingus,"179 days, 15:20:02"
LGW,DUB,2018-10-29 14:50:00,Aer Lingus,"179 days, 19:15:02"
LGW,DUB,2018-10-29 17:10:00,Aer Lingus,"179 days, 21:35:02"
LGW,DUB,2018-10-29 19:15:00,Aer Lingus,"179 days, 23:40:02"
LGW,DUB,2018-10-29 19:20:00,Aer Lingus,"173 days, 22:21:02"
LGW,DUB,2018-10-29 21:15:00,Aer Lingus,"180 days, 1:40:02"
LGW,DUB,2018-10-30 08:35:00,Aer Lingus,"179 days, 16:46:33"
LGW,DUB,2018-10-30 10:55:00,Aer Lingus,"179 days, 19:06:33"
LGW,DUB,2018-10-30 14:50:00,Aer Lingus,"179 days, 23:01:33"
LGW,DUB,2018-10-30 17:10:00,Aer Lingus,"180 days, 1:21:33"
LGW,DUB,2018-10-30 19:15:00,Aer Lingus,"180 days, 3:26:33"
LGW,DUB,2018-10-30 19:20:00,Aer Lingus,"175 days, 2:57:49"
LGW,DUB,2018-10-30 21:15:00,Aer Lingus,"180 days, 5:26:33"
LGW,DUB,2018-10-31 08:35:00,Aer Lingus,"179 days, 22:40:18"
LGW,DUB,2018-10-31 10:55:00,Aer Lingus,"180 days, 1:00:18"
LGW,DUB,2018-10-31 14:50:00,Aer Lingus,"180 days, 4:55:18"
LGW,DUB,2018-10-31 17:10:00,Aer Lingus,"180 days, 7:15:18"
LGW,DUB,2018-10-31 19:15:00,Aer Lingus,"180 days, 9:20:18"
LGW,DUB,2018-10-31 19:20:00,Aer Lingus,"177 days, 0:24:20"
LGW,DUB,2018-10-31 21:15:00,Aer Lingus,"180 days, 11:20:18"
LGW,DUB,2018-11-01 08:35:00,Aer Lingus,"179 days, 20:36:28"
LGW,DUB,2018-11-01 10:55:00,Aer Lingus,"179 days, 22:56:28"
LGW,DUB,2018-11-01 14:50:00,Aer Lingus,"180 days, 2:51:28"
LGW,DUB,2018-11-01 17:10:00,Aer Lingus,"180 days, 5:11:28"
LGW,DUB,2018-11-01 19:15:00,Aer Lingus,"180 days, 7:16:28"
LGW,DUB,2018-11-01 19:20:00,Aer Lingus,"178 days, 0:57:45"
LGW,DUB,2018-11-01 21:15:00,Aer Lingus,"180 days, 9:16:28"
LGW,DUB,2018-11-02 08:35:00,Aer Lingus,"179 days, 15:10:57"
LGW,DUB,2018-11-02 10:55:00,Aer Lingus,"179 days, 17:30:57"
LGW,DUB,2018-11-02 14:50:00,Aer Lingus,"179 days, 21:25:57"
LGW,DUB,2018-11-02 17:10:00,Aer Lingus,"179 days, 23:45:57"
LGW,DUB,2018-11-02 19:15:00,Aer Lingus,"180 days, 1:50:57"
LGW,DUB,2018-11-02 19:20:00,Aer Lingus,"179 days, 0:20:07"
LGW,DUB,2018-11-02 21:15:00,Aer Lingus,"180 days, 3:50:57"
LGW,DUB,2018-11-03 08:35:00,Aer Lingus,"177 days, 16:24:42"
LGW,DUB,2018-11-03 10:55:00,Aer Lingus,"179 days, 20:43:57"
LGW,DUB,2018-11-03 14:45:00,Aer Lingus,"180 days, 0:33:57"
LGW,DUB,2018-11-03 17:10:00,Aer Lingus,"180 days, 2:58:57"
LGW,DUB,2018-11-04 08:35:00,Aer Lingus,"179 days, 13:14:52"
LGW,DUB,2018-11-04 10:55:00,Aer Lingus,"179 days, 15:34:52"
LGW,DUB,2018-11-04 14:50:00,Aer Lingus,"179 days, 19:29:52"
LGW,DUB,2018-11-04 17:10:00,Aer Lingus,"179 days, 21:49:52"
LGW,DUB,2018-11-04 17:40:00,Aer Lingus,"179 days, 5:32:45"
LGW,DUB,2018-11-04 19:15:00,Aer Lingus,"179 days, 23:54:52"
LGW,DUB,2018-11-04 19:20:00,Aer Lingus,"179 days, 7:12:45"
LGW,DUB,2018-11-04 21:15:00,Aer Lingus,"180 days, 1:54:52"
LGW,DUB,2018-11-05 10:00:00,Aer Lingus,"179 days, 17:37:59"
LGW,DUB,2018-11-05 10:55:00,Aer Lingus,"179 days, 18:32:59"
LGW,DUB,2018-11-05 14:50:00,Aer Lingus,"179 days, 22:27:59"
LGW,DUB,2018-11-05 17:10:00,Aer Lingus,"180 days, 0:47:59"
LGW,DUB,2018-11-05 19:20:00,Aer Lingus,"180 days, 2:57:59"
LGW,DUB,2018-11-05 21:15:00,Aer Lingus,"180 days, 4:52:59"
LGW,DUB,2018-11-06 08:35:00,Aer Lingus,"174 days, 12:41:27"
LGW,DUB,2018-11-06 10:55:00,Aer Lingus,"174 days, 15:01:27"
LGW,DUB,2018-11-06 14:50:00,Aer Lingus,"174 days, 18:56:27"
LGW,DUB,2018-11-06 17:10:00,Aer Lingus,"174 days, 21:16:27"
LGW,DUB,2018-11-06 19:20:00,Aer Lingus,"174 days, 23:26:27"
LGW,DUB,2018-11-06 21:15:00,Aer Lingus,"175 days, 1:21:27"
LGW,DUB,2018-11-07 08:35:00,Aer Lingus,"174 days, 15:19:20"
LGW,DUB,2018-11-07 10:55:00,Aer Lingus,"174 days, 17:39:20"
LGW,DUB,2018-11-07 14:50:00,Aer Lingus,"174 days, 21:34:20"
LGW,DUB,2018-11-07 17:10:00,Aer Lingus,"174 days, 23:54:20"
LGW,DUB,2018-11-07 19:20:00,Aer Lingus,"175 days, 2:04:20"
LGW,DUB,2018-11-07 21:15:00,Aer Lingus,"175 days, 3:59:20"
LGW,DUB,2018-11-08 08:35:00,Aer Lingus,"176 days, 13:35:43"
LGW,DUB,2018-11-08 10:55:00,Aer Lingus,"176 days, 15:55:43"
LGW,DUB,2018-11-08 14:50:00,Aer Lingus,"176 days, 19:50:43"
LGW,DUB,2018-11-08 17:10:00,Aer Lingus,"176 days, 22:10:43"
LGW,DUB,2018-11-08 19:20:00,Aer Lingus,"177 days, 0:20:43"
LGW,DUB,2018-11-08 21:15:00,Aer Lingus,"177 days, 2:15:43"
LGW,DUB,2018-11-09 08:35:00,Aer Lingus,"176 days, 23:32:47"
LGW,DUB,2018-11-09 10:55:00,Aer Lingus,"177 days, 1:52:47"
LGW,DUB,2018-11-09 14:50:00,Aer Lingus,"177 days, 5:47:47"
LGW,DUB,2018-11-09 17:10:00,Aer Lingus,"177 days, 8:07:47"
LGW,DUB,2018-11-09 19:20:00,Aer Lingus,"177 days, 10:17:47"
LGW,DUB,2018-11-09 21:15:00,Aer Lingus,"177 days, 12:12:47"
LGW,DUB,2018-11-10 08:35:00,Aer Lingus,"178 days, 13:42:11"
LGW,DUB,2018-11-10 10:55:00,Aer Lingus,"178 days, 16:02:11"
LGW,DUB,2018-11-10 14:45:00,Aer Lingus,"178 days, 19:52:11"
LGW,DUB,2018-11-10 17:10:00,Aer Lingus,"178 days, 22:17:11"
LGW,DUB,2018-11-11 08:35:00,Aer Lingus,"179 days, 12:47:18"
LGW,DUB,2018-11-11 10:55:00,Aer Lingus,"179 days, 15:07:18"
LGW,DUB,2018-11-11 14:50:00,Aer Lingus,"179 days, 19:02:18"
LGW,DUB,2018-11-11 17:40:00,Aer Lingus,"179 days, 21:52:18"
LGW,DUB,2018-11-11 19:20:00,Aer Lingus,"179 days, 23:32:18"
LGW,DUB,2018-11-11 21:15:00,Aer Lingus,"180 days, 1:27:18"
LGW,DUB,2018-11-12 10:00:00,Aer Lingus,"179 days, 23:35:07"
LGW,DUB,2018-11-12 10:55:00,Aer Lingus,"180 days, 0:30:07"
LGW,DUB,2018-11-12 14:50:00,Aer Lingus,"180 days, 4:25:07"
LGW,DUB,2018-11-12 17:10:00,Aer Lingus,"180 days, 6:45:07"
LGW,DUB,2018-11-12 19:20:00,Aer Lingus,"180 days, 8:55:07"
LGW,DUB,2018-11-12 21:15:00,Aer Lingus,"180 days, 10:50:07"
LGW,DUB,2018-11-13 08:35:00,Aer Lingus,"179 days, 21:44:53"
LGW,DUB,2018-11-13 10:55:00,Aer Lingus,"180 days, 0:04:53"
LGW,DUB,2018-11-13 14:50:00,Aer Lingus,"180 days, 3:59:53"
LGW,DUB,2018-11-13 17:10:00,Aer Lingus,"180 days, 6:19:53"
LGW,DUB,2018-11-13 19:20:00,Aer Lingus,"180 days, 8:29:53"
LGW,DUB,2018-11-13 21:15:00,Aer Lingus,"180 days, 10:24:53"
LGW,DUB,2018-01-16 08:35:00,British Airways,16:59:01
LGW,DUB,2018-01-16 10:55:00,British Airways,19:19:01
LGW,DUB,2018-01-16 14:50:00,British Airways,23:14:01
LGW,DUB,2018-01-16 17:10:00,British Airways,"1 day, 1:34:01"
LGW,DUB,2018-01-16 19:10:00,British Airways,"1 day, 3:34:01"
LGW,DUB,2018-01-16 21:15:00,British Airways,"1 day, 5:39:01"
LGW,DUB,2018-01-17 08:35:00,British Airways,"1 day, 18:20:59"
LGW,DUB,2018-01-17 10:55:00,British Airways,"1 day, 20:40:59"
LGW,DUB,2018-01-17 14:50:00,British Airways,"2 days, 0:35:59"
LGW,DUB,2018-01-17 17:10:00,British Airways,"2 days, 2:55:59"
LGW,DUB,2018-01-17 19:10:00,British Airways,"2 days, 4:55:59"
LGW,DUB,2018-01-17 21:15:00,British Airways,"2 days, 7:00:59"
LGW,DUB,2018-01-18 08:35:00,British Airways,"2 days, 13:10:32"
LGW,DUB,2018-01-18 10:55:00,British Airways,"2 days, 15:30:32"
LGW,DUB,2018-01-18 14:50:00,British Airways,"2 days, 19:25:32"
LGW,DUB,2018-01-18 17:10:00,British Airways,"2 days, 21:45:32"
LGW,DUB,2018-01-18 19:15:00,British Airways,"2 days, 23:50:32"
LGW,DUB,2018-01-18 21:15:00,British Airways,"3 days, 1:50:32"
LGW,DUB,2018-01-19 08:35:00,British Airways,"3 days, 13:35:54"
LGW,DUB,2018-01-19 10:55:00,British Airways,"3 days, 15:55:54"
LGW,DUB,2018-01-19 14:50:00,British Airways,"3 days, 19:50:54"
LGW,DUB,2018-01-19 17:10:00,British Airways,"3 days, 22:10:54"
LGW,DUB,2018-01-19 19:15:00,British Airways,"4 days, 0:15:54"
LGW,DUB,2018-01-19 21:15:00,British Airways,"4 days, 2:15:54"
LGW,DUB,2018-01-20 08:35:00,British Airways,"4 days, 18:40:17"
LGW,DUB,2018-01-20 10:55:00,British Airways,"4 days, 21:00:17"
LGW,DUB,2018-01-20 17:10:00,British Airways,"5 days, 3:15:17"
LGW,DUB,2018-01-21 08:35:00,British Airways,"5 days, 16:27:41"
LGW,DUB,2018-01-21 10:55:00,British Airways,"5 days, 18:47:41"
LGW,DUB,2018-01-21 15:05:00,British Airways,"5 days, 22:57:41"
LGW,DUB,2018-01-21 16:35:00,British Airways,"6 days, 0:27:41"
LGW,DUB,2018-01-21 17:40:00,British Airways,"6 days, 1:32:41"
LGW,DUB,2018-01-21 19:15:00,British Airways,"6 days, 3:07:41"
LGW,DUB,2018-01-21 21:15:00,British Airways,"6 days, 5:07:41"
LGW,DUB,2018-01-22 10:00:00,British Airways,"6 days, 16:47:57"
LGW,DUB,2018-01-22 10:55:00,British Airways,"6 days, 17:42:57"
LGW,DUB,2018-01-22 14:50:00,British Airways,"6 days, 21:37:57"
LGW,DUB,2018-01-22 17:10:00,British Airways,"6 days, 23:57:57"
LGW,DUB,2018-01-22 19:15:00,British Airways,"7 days, 2:02:57"
LGW,DUB,2018-01-22 21:15:00,British Airways,"7 days, 4:02:57"
LGW,DUB,2018-01-23 08:35:00,British Airways,"7 days, 18:54:19"
LGW,DUB,2018-01-23 10:55:00,British Airways,"7 days, 21:14:19"
LGW,DUB,2018-01-23 14:50:00,British Airways,"8 days, 1:09:19"
LGW,DUB,2018-01-23 17:10:00,British Airways,"8 days, 3:29:19"
LGW,DUB,2018-01-23 19:10:00,British Airways,"8 days, 5:29:19"
LGW,DUB,2018-01-23 21:15:00,British Airways,"8 days, 7:34:19"
LGW,DUB,2018-01-24 08:35:00,British Airways,"8 days, 23:10:45"
LGW,DUB,2018-01-24 10:55:00,British Airways,"9 days, 1:30:45"
LGW,DUB,2018-01-24 14:50:00,British Airways,"9 days, 5:25:45"
LGW,DUB,2018-01-24 17:10:00,British Airways,"9 days, 7:45:45"
LGW,DUB,2018-01-24 19:10:00,British Airways,"9 days, 9:45:45"
LGW,DUB,2018-01-24 21:15:00,British Airways,"9 days, 11:50:45"
LGW,DUB,2018-01-25 08:35:00,British Airways,"10 days, 9:20:30"
LGW,DUB,2018-01-25 10:55:00,British Airways,"10 days, 11:40:30"
LGW,DUB,2018-01-25 14:50:00,British Airways,"10 days, 15:35:30"
LGW,DUB,2018-01-25 17:10:00,British Airways,"10 days, 17:55:30"
LGW,DUB,2018-01-25 19:15:00,British Airways,"10 days, 20:00:30"
LGW,DUB,2018-01-25 21:15:00,British Airways,"10 days, 22:00:30"
LGW,DUB,2018-01-26 08:35:00,British Airways,"10 days, 13:42:24"
LGW,DUB,2018-01-26 10:55:00,British Airways,"10 days, 16:02:24"
LGW,DUB,2018-01-26 14:50:00,British Airways,"10 days, 19:57:24"
LGW,DUB,2018-01-26 17:10:00,British Airways,"10 days, 22:17:24"
LGW,DUB,2018-01-26 19:15:00,British Airways,"11 days, 0:22:24"
LGW,DUB,2018-01-26 21:15:00,British Airways,"11 days, 2:22:24"
LGW,DUB,2018-01-27 08:35:00,British Airways,"11 days, 23:33:53"
LGW,DUB,2018-01-27 10:55:00,British Airways,"12 days, 1:53:53"
LGW,DUB,2018-01-27 17:10:00,British Airways,"12 days, 8:08:53"
LGW,DUB,2018-01-28 08:35:00,British Airways,"12 days, 22:09:30"
LGW,DUB,2018-01-28 10:55:00,British Airways,"13 days, 0:29:30"
LGW,DUB,2018-01-28 15:05:00,British Airways,"13 days, 4:39:30"
